time,temperature_2m_min,temperature_2m_max,precipitation_sum,ville,source
2025-05-18,12.7,23.9,0.0,Antananarivo,open-meteo
2025-05-19,14.4,25.7,0.0,Antananarivo,open-meteo
2025-05-20,14.8,25.4,0.0,Antananarivo,open-meteo
2025-05-21,15.0,23.8,0.0,Antananarivo,open-meteo
2025-05-22,13.7,25.9,0.0,Antananarivo,open-meteo
2025-05-23,14.0,21.5,0.0,Antananarivo,open-meteo
2025-05-24,11.7,20.9,0.0,Antananarivo,open-meteo
2025-05-25,10.6,19.9,0.0,Antananarivo,open-meteo
2025-05-26,11.0,19.2,0.3,Antananarivo,open-meteo
2025-05-27,9.8,21.4,0.0,Antananarivo,open-meteo
2025-05-28,12.0,22.4,0.0,Antananarivo,open-meteo
2025-05-29,12.3,21.0,0.0,Antananarivo,open-meteo
2025-05-30,10.9,21.4,0.0,Antananarivo,open-meteo
2025-05-31,8.6,21.9,0.0,Antananarivo,open-meteo
2025-06-01,9.4,20.8,0.0,Antananarivo,open-meteo
2025-06-02,9.3,22.1,0.0,Antananarivo,open-meteo
2025-06-03,10.7,23.6,0.0,Antananarivo,open-meteo
2025-06-04,11.3,24.1,0.0,Antananarivo,open-meteo
2025-06-05,9.9,22.2,0.0,Antananarivo,open-meteo
2025-06-06,12.8,21.4,0.0,Antananarivo,open-meteo
2025-06-07,13.0,22.5,0.0,Antananarivo,open-meteo
2025-06-08,12.9,21.9,0.2,Antananarivo,open-meteo
2025-06-09,10.9,20.9,0.1,Antananarivo,open-meteo
2025-06-10,10.3,20.2,0.0,Antananarivo,open-meteo
2025-06-11,9.1,22.2,0.0,Antananarivo,open-meteo
2025-06-12,8.2,23.9,0.0,Antananarivo,open-meteo
2025-06-13,12.3,21.3,0.0,Antananarivo,open-meteo
2025-06-14,9.9,19.0,0.0,Antananarivo,open-meteo
2025-06-15,11.1,17.6,0.0,Antananarivo,open-meteo
2025-06-16,11.8,19.1,0.1,Antananarivo,open-meteo
2025-06-17,10.2,20.3,0.1,Antananarivo,open-meteo
2025-06-18,9.5,20.3,0.0,Antananarivo,open-meteo
2025-06-23,14.08,14.08,0.0,Antananarivo,openweather
